SVM	kNN	GB	RF	DT	Random	Default
0.034977295185986995	0.04062708458450278	0.022035979855723357	0.0150485484584623	0.018608001073101205	0.12118970639647522	0.049787872025382186
0.047990733895579764	0.03487509302527127	0.012590073624931676	0.005698594571267496	0.013254137764368226	0.0752705794486265	0.02917201931037373
0.03726503205410368	0.028723697078318133	0.007271693880735255	0.012533642968923012	0.025205205253785327	0.10739449610585372	0.03820649725499218
0.049618903051560706	0.05004585023584925	0.013405334071301914	0.004431524553558483	0.020603502193473008	0.10476598421197761	0.04587212768168221
0.04467614863454056	0.03566553540354508	0.01622009264733983	0.010158400346729775	0.03512871844786566	0.09156596885173256	0.04600544441067912
0.04991834907692191	0.020732642275509906	0.0066396932398194095	0.008459682375609609	0.01620050849316621	0.07513760259778339	0.05050352718103286
0.03574530813445158	0.04334441298154499	0.008845024593441182	0.014923708086101361	0.02051983686282239	0.07807078405345061	0.047345214408390526
0.04801021364590443	0.03782780215775606	0.007465405886015808	0.00927835469778519	0.008127506289936614	0.09386226976864336	0.03287313266060856
0.04378609480861208	0.04432303533627328	0.006529269203518639	0.013047333757560547	0.01403042773678503	0.07234131250905203	0.0441542266391602
0.028714221746421187	0.026949576558059435	0.009389071519667605	0.010178713665146406	0.027619708556835387	0.058393785023653264	0.042495716618021685
0.04093881342766197	0.021863728982198797	0.01626032701940348	0.009052473255853545	0.03470822036237952	0.10204577630006303	0.04126808442996155
0.04109888877734331	0.04783380126054574	0.004206143973319369	0.012830303501619289	0.016811583867615866	0.0720363262283491	0.029643638416884256
0.04607415426779475	0.031253365664933176	0.022963012724268494	0.007969749264524808	0.016234241120338166	0.08972116434675707	0.042983218167874926
0.05666455671909606	0.0369679069652558	0.013708154886100624	0.007911377459990708	0.018401661525978878	0.11314026386897122	0.04839596484500499
0.032686571437985444	0.03657505937302211	0.012199551744969709	0.009794889880244167	0.019553983038114016	0.10617551258105067	0.037515972868180425
0.051827316263210174	0.027601918862245122	0.005463004822541981	0.008774401425860667	0.023514484283387	0.07891213079996565	0.053212148722694676
0.04727295448739634	0.035690564773442394	0.011033211680087132	0.009671944777742525	0.02498507501941215	0.06661702031816372	0.05806848861823462
0.04168970348585418	0.027117448333646543	0.014596624512437104	0.018070778959417715	0.024108120559480212	0.09307960653930697	0.02912577654041728
0.040427262301869826	0.046994597623019864	0.005337190917714121	0.01184363400235395	0.00982751086978449	0.07413301557657033	0.05479924866185815
0.04615177053040489	0.04276398907934118	0.014678591438961972	0.014709747415167115	0.009087508493343369	0.058491177578884765	0.04593951173917674
0.05439001994866713	0.052002208360537885	0.011659177115464148	0.011898863485116661	0.026867291264757398	0.060247545728945306	0.0401058998752783
0.02849065370952516	0.02727606529793152	0.01928713414677889	0.013048418716890234	0.023064168218967913	0.09512767472750627	0.04231370400550426
0.05831140981067935	0.028716692888337836	0.011440318780808197	0.01676904443572832	0.030566286752346038	0.08327413399709761	0.042448377990620435
0.05453736250435233	0.028359120038285807	0.007648199210419994	0.02194478858380135	0.018019405380576514	0.12654047110470812	0.039191777983059575
0.03759151962828483	0.03061475258564272	0.021447696142933376	0.009530676412728378	0.017298382505841706	0.10445191690768496	0.03587516017709414
0.04538837948705517	0.033500433747097255	0.00863120488809643	0.012610237907456096	0.01993482369714706	0.08451931506833094	0.04407818303112053
0.051691441888316134	0.024168639643036016	0.011998168443756169	0.014546833882972779	0.01540550738094631	0.09203271621165163	0.04450142339674965
0.04734849159050488	0.03398097204479708	0.017358027881113867	0.007530236702006363	0.03052397969053381	0.06249375597801774	0.035913396108338214
0.05134487108185844	0.028253053095304636	0.007695340363891195	0.009047057175185181	0.01732167232827798	0.09462596570053669	0.050162372029978884
0.06210726698325024	0.02002377337036432	0.004865046464295364	0.011410486073102123	0.025508335022255007	0.08932775519549185	0.04469502631433468
0.04452704511280282	0.03906085601490451	0.006520915746035684	0.009855230443665633	0.01930736170368181	0.10453884432184107	0.061949000082608285
0.044022007621277594	0.04043521500948829	0.013094072331356723	0.007704451055485478	0.019058082970956486	0.10140371430491127	0.03738547544806897
0.03801155862027964	0.04322059708755922	0.010412108648668738	0.007822412031480458	0.0175788342750005	0.06448467391410778	0.048046513065712546
0.05639609166271302	0.028282713276381783	0.010833835756331964	0.008239214251674079	0.02297736484610847	0.07818527995998599	0.05660817278759408
0.046826384663707254	0.06004761095367474	0.004190734260530279	0.014684829239594924	0.024989282052006817	0.12241878354863775	0.0510363136048206
0.03579209882342175	0.023702767908292868	0.00801279899674141	0.009948472557803104	0.013627853927781552	0.12868161147573368	0.06092424438551284
0.056377878448852656	0.02339288105198307	0.010525403761456813	0.017517644865511606	0.014520654697071362	0.11746492180239516	0.05612324909846098
0.03919626389494813	0.047670700168646	0.010345797215728616	0.008517275770035523	0.018473415518019717	0.07589939562044092	0.041311040569786954
0.04215730815505271	0.021197191199624165	0.010309026933375704	0.013185632589666336	0.022262305844583753	0.07374439632931715	0.045516699770988836
0.038189975490771855	0.037668658082510874	0.012475266692121652	0.021326390252581286	0.02422845536111759	0.08208750422754012	0.03814930524078029
0.02892188342283821	0.047137326768219676	0.01154874008231865	0.009593507303807314	0.013643003209053131	0.10589417478841016	0.0597669922356288
0.04192171703022442	0.04169590039738304	0.007629452129102006	0.01611386806974586	0.013371007832798593	0.09287293924609115	0.03994689769281662
0.043768903039634925	0.03386146572173504	0.008405328639798973	0.008795358979539116	0.02466122152212516	0.08617678356468568	0.03602935777356435
0.06069249846068141	0.04653166385193378	0.015229655682893152	0.007836007617120245	0.030791849680635884	0.09291216132437712	0.052248692651884254
0.04179046896146051	0.03834785266592675	0.008057122722910204	0.008092292615491312	0.026294373072588383	0.10550052230896556	0.04490269931313956
0.02911153002190437	0.03715761114092076	0.012907023530293117	0.016805405729272756	0.03235764622063457	0.10201839860209964	0.04370499439482021
0.044196273439117806	0.04808272292825678	0.018113818818195706	0.010600258243265225	0.03812877325149522	0.10121564190555979	0.05618198031947228
0.03869576308370559	0.03253836411989851	0.01388540108670081	0.0051922732804568815	0.019836672173684466	0.07186042421076339	0.0468799748271962
0.05970431268357353	0.04622440584376503	0.011403205717292888	0.011326455558577605	0.019275763006246303	0.07493214104673934	0.02865596957849479
0.045851522325682466	0.039536586937067505	0.007338456350202869	0.0061888593701309915	0.019237468797764664	0.10096719282406166	0.0378163359587183
