SVM	kNN	GB	RF	DT	Random	Default
0.038420380029735295	0.030132772742919523	0.010727298392257646	0.004896584750600594	0.011391272377456175	0.07324362347059513	0.03760324463197679
0.03459184401614585	0.03611812661735455	0.011191689302632974	0.006644208655791588	0.02261785766980723	0.075315877958635	0.021951872734113923
0.03037270618889385	0.02804979569177977	0.010927598628990395	0.00823333435899824	0.011143543958521743	0.06722607537943492	0.03539716447658906
0.03861254248574004	0.046226151030170234	0.005776175826417318	0.008199173070921781	0.0194488396122412	0.09371860617684039	0.037426074046907155
0.030003914681163167	0.03631105985077608	0.009171819298724142	0.004024708389228032	0.03448046538533495	0.07662221379606093	0.04205539661190697
0.03409479645301572	0.025637269412509232	0.005983486531776287	0.010649516389840826	0.03161375667717617	0.07187241770379894	0.06505619821947492
0.02661746841264036	0.031469758247744846	0.0071335484200321445	0.007287795506859774	0.021159925292721236	0.09027066584971495	0.0426856617304311
0.04515009567998362	0.030225539490151585	0.005806624773644525	0.003460263101994322	0.012537726456439923	0.04590093681280262	0.03270597084705255
0.03665927302177724	0.029239103997186044	0.0032595442346297714	0.005296556870829252	0.011146187393519889	0.05485218617206074	0.04138450695518796
0.026741611137783606	0.019385888398201073	0.0027366305575182988	0.007162309871177245	0.00868169013639682	0.10407499124950056	0.02996415505853759
0.03131551723491684	0.029425544554376105	0.011914405878890675	0.010164270944007875	0.007858076710203794	0.06626588281502452	0.0323576445769322
0.03476227866787278	0.056911167002527796	0.005456814296229872	0.006955670981850776	0.015889251383802587	0.08583898317572074	0.02490836076566366
0.04121851676669952	0.03107041083602361	0.008565835916321981	0.006826706429058992	0.010426634072662363	0.06155476477444841	0.036481418897702136
0.05487498792514833	0.04415139651621205	0.0025969314155118105	0.006785570394925966	0.011412275532367	0.09672698599433212	0.0439625373921172
0.03415953479986518	0.035406392135529825	0.0035125996904333684	0.006284515493990242	0.016442465240709254	0.07759830493746775	0.043594348638682855
0.062107263783493086	0.0198910904001556	0.003977566931520128	0.006851069497695541	0.027389911261991962	0.04832130328654194	0.049392876813717804
0.04127538190146453	0.02671074387211133	0.00685271059228863	0.01124100721925073	0.01398545343651347	0.07478139273684806	0.04848104240616209
0.025582059100853934	0.01914285915318949	0.007472580828123404	0.007556000400875423	0.012882083265558198	0.061415705364645204	0.03044123397492272
