SVM	kNN	GB	RF	DT	Random	Default
0.03817982275096683	0.027243651692772385	0.012009530723288335	0.005992170657024344	0.015531989100742851	0.07489285185912535	0.03611873266648832
0.039669855126768294	0.027432476709647463	0.004143597364293588	0.008150605949891027	0.022069358953349088	0.07153807607803703	0.0250041012874766
0.030746443636521698	0.05374614009190424	0.004855906869300746	0.008917482251398786	0.02998382481979549	0.08872607722082863	0.030715029029829394
0.03623798547160113	0.0365529230892742	0.00968380379890393	0.008764092620014253	0.013300012121134385	0.06647674618318225	0.03758078992727273
0.027420877226097224	0.03959603186765821	0.006297120111928134	0.0037796334642820725	0.012683762172954378	0.09764222683995487	0.040947211978312394
0.032010693170143115	0.0262145568947868	0.0065544138084438625	0.004123305568025165	0.014676615197910277	0.05316215479501829	0.041929646912933674
0.023185507418322135	0.032091473760001404	0.010367081788081392	0.007586132407788208	0.01682490454214714	0.07610302466230759	0.043624024889746066
0.0368099734674397	0.030959852027322942	0.0038553104314377716	0.0022720653992419583	0.023937228592730807	0.06648035658626322	0.033543548904627726
0.0320552107508487	0.03609012492068103	0.003997385996169018	0.006853198803114939	0.019529345624073498	0.053390553601261194	0.032555113601531606
0.02704324481168327	0.04465218897254183	0.007442154654381963	0.006549054227776086	0.026436648852790734	0.07976183011028362	0.033504327051896966
0.034672253944742604	0.025672182968966763	0.009703230778398197	0.005965528947114003	0.00896137239319364	0.08136826925935951	0.03161272128540605
0.031673173789600426	0.04597120899837358	0.005445718857100125	0.006091676161554642	0.017443559403267816	0.055765525962370055	0.027047877725978907
0.0325644955915459	0.023330565643433478	0.003358797756170269	0.009040458663326733	0.014456612694142163	0.08142624028963616	0.03206947728310404
0.04024916452171582	0.04042878425043589	0.004998092776103045	0.005880571283178222	0.014927221045865812	0.06509280702845818	0.036815569520178164
0.033493184855369576	0.03221056863514877	0.0039471493259482055	0.012801849270910118	0.021738392489398496	0.05543897858238258	0.04479316197956353
0.04202794357109953	0.02292893834776158	0.0023013168601764672	0.009431350053851881	0.029989138551574913	0.0648757995567402	0.03345584549461598
0.04097643258524177	0.037657081860622846	0.0049159052401288655	0.01796577037897968	0.011717860816812586	0.08242072610765609	0.03564330096382978
0.039312183653751415	0.02703115178428537	0.005405493279830637	0.004827955217877382	0.023954719068707032	0.0717286051931255	0.030613642107951783
0.03304027468366797	0.02619288808364569	0.00504506341096017	0.005739913680814005	0.02131258628169831	0.09661920331243451	0.03408684042833583
0.02908877827102868	0.03705898260143382	0.00931061626237583	0.005413479835625578	0.01913301833886145	0.06808161468893115	0.029084425333152142
0.03413911816065374	0.045220066837399285	0.008617705868526523	0.009364707428407004	0.008169041201967873	0.09823966053448685	0.03304956970994075
0.03072093400695704	0.0279162654446388	0.00730947539787802	0.009180602397877857	0.012914838626984082	0.07293300251172055	0.039309578013472034
0.035634749078582904	0.025577509496562355	0.006251898029614108	0.0064574605039324886	0.0075471400031497955	0.08030992096475668	0.034586959904335156
0.033348317848085875	0.04904380894796955	0.009038454634089825	0.004862189217716617	0.008057930272915079	0.06761665545891045	0.028547680345868465
0.044783911593679934	0.04322234694793885	0.008638021879040057	0.007813859637447674	0.00908667757866593	0.07020057161660809	0.0324059261776017
0.04253644983135	0.026421222014639634	0.009522539711747848	0.00357891822414173	0.022575035829849065	0.04513049193848083	0.03761047416111407
0.0429356916600277	0.028613922589086748	0.009190446308097417	0.007957954805640762	0.009032975529050146	0.08519141056662763	0.030771652679539768
0.043627987259374404	0.033172313889573715	0.007146714409384888	0.006143077926706246	0.013809046255636915	0.05782760213596531	0.0230471203147671
0.040272746534608786	0.024788873696785625	0.003846752273154086	0.00789675282327978	0.020881098637141802	0.07001730107259477	0.031458774884978905
0.03646495631117351	0.028332642232498324	0.0034121739743312508	0.005762246830534307	0.020763284336502187	0.09228693116768062	0.02705024220537224
0.03123314145580628	0.03639263284703264	0.005186950410104534	0.007143546738000317	0.011566834584229812	0.07474902310986091	0.036535826767814986
0.03938228543639166	0.026961580709914973	0.006146358966749683	0.006371730955739415	0.022961767810525	0.08434514188642815	0.030149737328233516
0.03554578487649778	0.04771682394598583	0.00606248830467451	0.010902666493953873	0.0162905011157976	0.05444335508996778	0.03948940041138069
0.04108225009027365	0.035512666649938004	0.00748527676495344	0.005387854606763235	0.016998845094039254	0.04875991073783338	0.04128267996628064
0.039419542153849664	0.030986399905712503	0.0038600354974905847	0.006293149929080035	0.012015680340740036	0.07717361502373357	0.04097749162380119
0.032863178310240125	0.03755275137391227	0.0036460536442002173	0.00723859447425175	0.011333840215502926	0.08387777100745537	0.03369727343570625
0.03937392633289877	0.02400203686681001	0.01483926893362357	0.004028296385172223	0.006469539354656803	0.07285851542602689	0.039424544621709426
0.028845743388805335	0.04161426703536183	0.004897924916222492	0.015734443674172656	0.02687034032592985	0.08457819385073369	0.04042226216754396
0.034002198836450025	0.028579055224269838	0.006780830514984998	0.004012035151500389	0.011446264779854661	0.07043700862748829	0.050846674298722985
0.031140637323025366	0.024098270069637946	0.010993555778478398	0.00540839439887492	0.012132992434933428	0.05545496154324222	0.043298125513144395
0.025139251248080263	0.038854953961960634	0.011622125989168133	0.00684026083076669	0.011837876558441759	0.07230559937545376	0.029601994916175427
0.039369165598389155	0.03896181824723353	0.004971389951371101	0.015321497405930227	0.018804835748351807	0.06091942497726832	0.039296252840661426
0.037622954022083446	0.021557277230360668	0.008052013614474239	0.011622006364535142	0.020313993276898642	0.07473012570271201	0.03777064672612462
0.03369932966384301	0.034793732850623496	0.003751905482918893	0.004433395730780304	0.02752699341336694	0.06940590516467172	0.04290126878743024
0.04029623570360683	0.024648347262953934	0.006062700686826277	0.010591131854585665	0.01704255862198626	0.055576269179196815	0.0425452249138702
0.03186997660632912	0.02984044781599717	0.009990426775768061	0.006568124871415814	0.030935447052464836	0.0592414795000376	0.040053206408946926
0.050738075412293485	0.03577838814659954	0.007327252529965423	0.01444622015511946	0.010005617008099956	0.07173338661679904	0.04211358102814937
0.04313325868175513	0.029768855424645236	0.007004657019913024	0.005751717529484459	0.013209903409700924	0.07431312154092948	0.03917356114679662
0.029592542056191135	0.03039340051600698	0.006319861685018599	0.0043254604348831015	0.03458363662290753	0.07105720535066369	0.03183025565687457
0.037666247482028736	0.0392023697078682	0.005470322746918422	0.004710396325530691	0.021844576464546357	0.08235124510301715	0.03546319852769991
