21	19	ASC
0.49194	0.51863	0.51863	0.51863	0.49959	0.49959	0.52221	0.49417	0.49420	0.51928	0.52745	0.54692	0.51518	0.54692	0.54249	0.53082	0.45422	0.53082	0.55390
0.53768	0.55279	0.55279	0.55279	0.54074	0.54074	0.56140	0.53077	0.53706	0.56781	0.57622	0.54855	0.54775	0.54855	0.40938	0.52742	0.48844	0.52742	0.58466
0.59097	0.62140	0.62140	0.62140	0.59657	0.59657	0.61915	0.60965	0.60310	0.62604	0.62127	0.60982	0.60787	0.61142	0.62120	0.55848	0.55414	0.55848	0.61432
0.08564	0.10767	0.10164	0.10231	0.09056	0.09562	0.10326	0.09423	0.10122	0.09744	0.09631	0.08451	0.06470	0.08451	0.08896	0.09456	0.09478	0.09456	0.09331
0.58044	0.58619	0.58644	0.58529	0.58684	0.58684	0.57708	0.57937	0.57687	0.58263	0.58712	0.53216	0.53123	0.53216	0.58620	0.56442	0.56499	0.56442	0.56829
0.34640	0.42192	0.42192	0.42192	0.35267	0.35267	0.34750	0.44893	0.41744	0.39262	0.41137	0.43758	0.41251	0.43758	0.45876	0.41930	0.46747	0.41930	0.39099
0.71054	0.76922	0.76922	0.76922	0.71889	0.71889	0.72612	0.74099	0.74297	0.73864	0.73180	0.71627	0.71627	0.71627	0.73778	0.69785	0.72600	0.69785	0.77744
0.54088	0.60539	0.60558	0.60452	0.57303	0.57842	0.58303	0.55833	0.58039	0.58169	0.57952	0.54640	0.54355	0.54640	0.53893	0.60768	0.57923	0.60768	0.61801
0.30344	0.32940	0.33508	0.32391	0.32125	0.32212	0.32941	0.31174	0.31815	0.31288	0.31119	0.25124	0.29076	0.25124	0.26070	0.32890	0.28910	0.32901	0.34585
0.44565	0.53127	0.52675	0.53195	0.50292	0.50224	0.50974	0.47328	0.48763	0.49497	0.49346	0.26164	0.41760	0.26164	0.42134	0.47809	0.49794	0.47809	0.51770
0.68046	0.74479	0.74285	0.74704	0.71439	0.72404	0.72810	0.72310	0.72556	0.72101	0.72131	0.52439	0.59823	0.52439	0.71026	0.69019	0.58431	0.69019	0.74956
0.69357	0.72472	0.72472	0.72472	0.71006	0.71006	0.70698	0.70523	0.70648	0.71104	0.71402	0.65608	0.68977	0.65608	0.66255	0.73376	0.66552	0.73376	0.72176
0.58441	0.62036	0.64351	0.62229	0.62129	0.63076	0.65058	0.63808	0.65156	0.63201	0.62760	0.61073	0.58132	0.60317	0.60637	0.70010	0.69337	0.70010	0.67146
0.64547	0.66134	0.66134	0.66134	0.65085	0.65085	0.65998	0.64228	0.65776	0.65142	0.65638	0.64660	0.64619	0.64660	0.63540	0.51496	0.55594	0.51496	0.65011
0.56041	0.56705	0.56705	0.56705	0.56312	0.56312	0.56144	0.56396	0.56420	0.56209	0.56112	0.55663	0.55296	0.55663	0.56408	0.57657	0.56684	0.57657	0.56500
0.68785	0.71990	0.71990	0.71990	0.71233	0.71233	0.70420	0.69103	0.70045	0.69714	0.69773	0.68463	0.67255	0.68463	0.72294	0.60282	0.69638	0.60282	0.70027
0.76583	0.80015	0.80015	0.80015	0.78086	0.78086	0.78853	0.78137	0.78367	0.78599	0.78371	0.73335	0.73293	0.73335	0.73903	0.66377	0.68418	0.66377	0.76192
0.78203	0.81871	0.81867	0.81682	0.82534	0.82534	0.80109	0.78578	0.79749	0.79886	0.79773	0.68440	0.68440	0.68440	0.81551	0.81764	0.81364	0.81764	0.78181
0.83754	0.87053	0.87103	0.87103	0.85453	0.85453	0.85556	0.85388	0.85490	0.84649	0.85277	0.82784	0.83085	0.82784	0.85370	0.86599	0.80257	0.86599	0.86120
0.72927	0.75177	0.76045	0.76145	0.74825	0.75040	0.75649	0.73850	0.74356	0.73653	0.73652	0.71175	0.71214	0.71175	0.75737	0.62290	0.63817	0.63658	0.74483
0.53957	0.54420	0.54420	0.54420	0.54218	0.54218	0.55251	0.54791	0.54808	0.55041	0.54161	0.53713	0.54123	0.53713	0.49538	0.59332	0.52422	0.59332	0.58525
