name,mean_squared_error
svm,0.02069321136963441
svm,0.0194832392074301
svm,0.01951253067461297
svm,0.02978625004371399
svm,0.03346393741823299
svm,0.025180832822995578
svm,0.014142245008808266
svm,0.021018783458708803
svm,0.026681472716154068
svm,0.020614475272942613
knn,0.014744018525103328
knn,0.01968768292153763
knn,0.01984623636819379
knn,0.030147432614654548
knn,0.03188130476558047
knn,0.020076773691791814
knn,0.020158648451595797
knn,0.022041281525817615
knn,0.021655384542328963
knn,0.02120890719649379
random_forest,0.004222321728306413
random_forest,0.01049698581364492
random_forest,0.004900089032615401
random_forest,0.007062571807300227
random_forest,0.006944466492305486
random_forest,0.006829610152744226
random_forest,0.002868769301814177
random_forest,0.0035703461116736415
random_forest,0.00920409890725388
random_forest,0.004014416914448439
decision_tree,0.005156600705397446
decision_tree,0.018472188545867275
decision_tree,0.007547791978376581
decision_tree,0.010627514567631575
decision_tree,0.008630567445718282
decision_tree,0.01590531108088548
decision_tree,0.01000954678825794
decision_tree,0.007954730492884265
decision_tree,0.018528553412105034
decision_tree,0.014918668338237809
random,0.0385452131197942
random,0.04350726247777492
random,0.03478194026737054
random,0.048966864015577136
random,0.07281783877094014
random,0.04606494070395471
random,0.029040520061490098
random,0.046291323036306765
random,0.04791944843732094
random,0.05625703295562053
default,0.018297713664079764
default,0.018923147812534923
default,0.0174172325547497
default,0.030990463644266473
default,0.03505728889044828
default,0.023960717550949227
default,0.014084930927244802
default,0.020848522671954868
default,0.02645000903850552
default,0.020865206947866147
svm,0.014993313936740926
svm,0.031175536072232807
svm,0.018583807746328142
svm,0.01730988485032898
svm,0.045251572725382314
svm,0.09827154687562949
svm,0.016864205918492484
svm,0.08998599503937028
svm,0.01825322644854406
svm,0.021202673478325385
knn,0.023916794332564828
knn,0.01650657366157775
knn,0.015080425062010083
knn,0.02200664261894602
knn,0.02111483748487593
knn,0.070492916334876
knn,0.008024250089751857
knn,0.06291003546810102
knn,0.009236474552782111
knn,0.01763179646347977
random_forest,0.0019254017914945288
random_forest,0.06406009868806269
random_forest,0.01490997609993503
random_forest,0.008614420024759071
random_forest,0.0016834505179828558
random_forest,0.01889343685413625
random_forest,0.005730778444608887
random_forest,0.012272650295291345
random_forest,0.0011658072205866963
random_forest,0.0022667210589912604
decision_tree,0.006860900415878435
decision_tree,0.06845233473227305
decision_tree,0.03275500501597568
decision_tree,0.026617078943992116
decision_tree,0.0008835559965142802
decision_tree,0.02172837389033661
decision_tree,0.008499053158462942
decision_tree,0.0022882235997870666
decision_tree,0.0027017901613007236
decision_tree,0.01711385164561216
random,0.07936769741435379
random,0.03669107471523554
random,0.03669114517695936
random,0.01611627865201121
random,0.09508433930857274
random,0.13817251422363652
random,0.020063771092878466
random,0.08345599861192399
random,0.011235345986558563
random,0.006091698339351274
default,0.014468438759057095
default,0.02856657050264569
default,0.02225882957575976
default,0.01678287488259461
default,0.04078344220237807
default,0.10167267622807746
default,0.014150241626475954
default,0.09095978044984915
default,0.014699439726037527
default,0.0218423067764768
svm,0.046739940366841815
svm,0.021272704336104554
svm,0.030094373990123057
svm,0.023490637600310893
svm,0.032979147353589436
svm,0.02266486560526397
svm,0.03630952892086909
svm,0.022537616950725814
svm,0.021912868338453757
svm,0.01921455714717672
knn,0.04774922930199028
knn,0.017709752036508
knn,0.030627774829474513
knn,0.02809251033560285
knn,0.024830279418351774
knn,0.01820526640612513
knn,0.038915628633188135
knn,0.024939889861805932
knn,0.026689863733013408
knn,0.022479496073182406
random_forest,0.004452323650467766
