name,mean_squared_error
svm,0.026429651363536203
svm,0.030554259436544662
svm,0.03206976416383721
svm,0.04101899590609668
svm,0.03792071075307791
svm,0.02489905250128673
svm,0.03403584918846766
svm,0.03363093847490537
svm,0.034800775433465984
svm,0.03578789436162541
knn,0.016467396968272312
knn,0.026625429036328984
knn,0.027881854462109407
knn,0.03994822110878817
knn,0.04472546726634037
knn,0.023667989226436304
knn,0.0473773808960276
knn,0.03134745289257897
knn,0.02801265951856319
knn,0.03814648547721357
random_forest,0.008131004961285278
random_forest,0.005616980158822511
random_forest,0.004951216872155715
random_forest,0.009916955774868542
random_forest,0.006805655501343063
random_forest,0.006831625136599452
random_forest,0.01795681767625974
random_forest,0.02270362005311292
random_forest,0.008911739979099102
random_forest,0.011052012532122558
decision_tree,0.023194162494778372
decision_tree,0.01042511004168631
decision_tree,0.013140184225443234
decision_tree,0.024811045423022628
decision_tree,0.013065960199958686
decision_tree,0.023606736262844784
decision_tree,0.021725683783981275
decision_tree,0.031653735671933955
decision_tree,0.028130367239027752
decision_tree,0.021407892485134295
random,0.0658023241442718
random,0.06712047882782765
random,0.07932677311636968
random,0.07201830510068954
random,0.0684990951033663
random,0.04979088567537529
random,0.11506530470631884
random,0.05637781078441996
random,0.07416518756237338
random,0.07713532369278629
default,0.02598948459902784
default,0.030527332776842896
default,0.03222400064115126
default,0.04094814308941479
default,0.03802538736219613
default,0.024405865364444664
default,0.03430178821533883
default,0.03413707394389436
default,0.03436376793888388
default,0.036165920415521996
svm,0.016634816874369792
svm,0.03791726519426196
svm,0.03408104962448587
svm,0.00613109719603194
svm,0.04725252703485604
svm,0.09438992925311794
svm,0.019697610537988113
svm,0.10543641336853321
svm,0.02520094801875008
svm,0.02386518693124249
knn,0.018198551957530687
knn,0.024235691733645714
knn,0.03076471861333115
knn,0.024744831862518482
knn,0.02579003169950573
knn,0.08798272611869751
knn,0.014059378160993051
knn,0.08139605806521001
knn,0.012752785913535365
knn,0.039339355895917076
random_forest,0.004975346839318646
random_forest,0.03774702012872856
random_forest,0.015284029308179287
random_forest,0.031216188026645685
random_forest,0.0013908759343550286
random_forest,0.022811202621713014
random_forest,0.0004407980421686873
random_forest,0.028632422854268917
random_forest,0.0007371196060912932
random_forest,0.015965510227014926
decision_tree,0.020364901406615503
decision_tree,0.016969400128390377
decision_tree,0.0282067883273229
decision_tree,0.021738595318117393
decision_tree,0.0016390586069760249
decision_tree,0.0233153485951168
decision_tree,0.0045906060861136645
decision_tree,0.004050571025233823
decision_tree,0.0027610235729971853
decision_tree,0.0012762394016821582
random,0.0968683454134255
random,0.1412859516540758
random,0.0649172511032866
random,0.028047718455849316
random,0.10966663361809294
random,0.15278878312671618
random,0.10857954791895694
random,0.16049014774321324
random,0.009291693138981177
random,0.036245394364423075
default,0.01604815933504896
default,0.032690145708230714
default,0.038903156290247126
default,0.008701530641226179
default,0.041885118727649925
default,0.09731299548910104
default,0.0167503582668305
default,0.10703921888827118
default,0.020705435988198045
default,0.022785040883169645
svm,0.05165629696688471
svm,0.02378008025523006
svm,0.03289470649726029
svm,0.03315091324223114
svm,0.034745572436695085
