ANN	CART	RF	DWNN	SVM	Random	Default
0.034525213519390176	0.012431569689047786	0.01294094405001255	0.014729901726132108	0.051691441888316134	0.08770876157696883	0.03222610231619004
0.03908965827293584	0.025542001403104926	0.008523201163670066	0.007336502053442542	0.054411784184219505	0.10088540912175403	0.05490192093636983
0.03774264197927537	0.004852337245323107	0.00889907207374269	0.013801606739997477	0.04734357499532146	0.07663061834124138	0.042404637014569216
0.03467713965680388	0.01733188219095305	0.005304643579837879	0.01941073096756225	0.03931909133760484	0.06441770774127625	0.03568721605030691
0.04499691979984287	0.013993599777261173	0.007060042708694201	0.0074102112244969235	0.03216775549729389	0.08173802221374651	0.03822774645523934
0.03826346575738356	0.011671602327572651	0.01106418253976273	0.016168172179449596	0.042864176305528204	0.07476371817447913	0.02909470339552126
0.03893325718443831	0.01815476170535055	0.008485691458004777	0.01008345773275426	0.04272140354820947	0.09466879878765032	0.032174918728978714
0.04682626845301722	0.005304000824036471	0.013477284392362834	0.01353310884227002	0.045755848254374794	0.08898959829616924	0.024253640003689125
0.03430949351039483	0.006509336590807881	0.005161269977051419	0.013476911571308859	0.05316514702021613	0.07001730107259477	0.0391786613345355
0.03707394483644482	0.011467281039747737	0.00534144868671076	0.015880313107773634	0.04153336469340509	0.08142624028963616	0.05479924866185815
0.03146435547091517	0.017715963781584753	0.003981447428555712	0.026356912203883538	0.03742041653552288	0.08972116434675707	0.04490269931313956
0.03276087615041663	0.0041782803316850105	0.006738566454698793	0.026200621858633706	0.03885030217392509	0.0720363262283491	0.037515972868180425
0.030722985627221845	0.012694965363971961	0.017321764568053406	0.016457615276915465	0.03181426701905413	0.08932775519549185	0.053212148722694676
0.030921364670162467	0.010690936066496147	0.010670221729797166	0.03417152653745747	0.033684806396721924	0.09462596570053669	0.05806848861823462
0.03125290551023813	0.010739927618576662	0.008224061419987189	0.03209072315547129	0.04628075266196219	0.06249375597801774	0.02912577654041728
0.030766299723021844	0.025646816841645676	0.014695573711584078	0.017453067630005308	0.025725788683236484	0.09203271621165163	0.04593951173917674
0.039105712297601784	0.011947412087886035	0.01334998864883267	0.023710925397418037	0.04378558535404068	0.08451931506833094	0.0401058998752783
0.02462736465826728	0.02273334794135585	0.010234165075723774	0.015914485882668684	0.03245019106778824	0.10445191690768496	0.04231370400550426
0.0250031908702514	0.013927667821325429	0.0065193749466879196	0.008479422551797056	0.04472001939958237	0.12654047110470812	0.052248692651884254
0.03940163216336127	0.011400785242557526	0.005931965237787905	0.005448522306153393	0.03294138024341533	0.05409626056735475	0.048195353004606055
0.05253967135800695	0.021992112122083657	0.008494063375252917	0.011314711436936785	0.04964471727510347	0.07942690240824393	0.04711319485050934
0.03324053613338477	0.015089663826319096	0.00537853846019735	0.016632188263618973	0.04730194367672853	0.07451895845989764	0.0425452249138702
0.0499798858937047	0.019792386311427535	0.010328623518476977	0.013526433755579659	0.025582059100853934	0.07576421383504743	0.035523212289295225
0.0542749896359872	0.012090679198637887	0.008064569009482617	0.015250956158492784	0.03968606323417635	0.04236301052546036	0.0314784027318165
0.03235428157499195	0.018049921150851904	0.013194945957338984	0.010258368184352867	0.036134453202595354	0.0777706761243487	0.03832228013917847
0.05394309566852055	0.022918762656990718	0.00598737986639967	0.015448230085189304	0.03444761752679948	0.06868592756872428	0.03793347687653185
0.06732812009041206	0.024390589755398977	0.008134644454146899	0.01242530243098652	0.04538837948705517	0.05531296878318368	0.047481496740056216
0.03316945646307708	0.010384585175900976	0.008250191642645432	0.007472420519751592	0.03759151962828483	0.06695187866812166	0.056556668626075314
0.05762784827675505	0.017451135377672837	0.006511519952870967	0.010586702744438178	0.05453736250435233	0.057856033049890294	0.048698865412141204
0.037001314472809584	0.03245105542621535	0.008727662468070826	0.008653734751836043	0.05831140981067935	0.07020057161660809	0.042894484711206236
0.03805159452790041	0.015285422881379815	0.0037326432877445546	0.012344157104778649	0.02849065370952516	0.04513049193848083	0.04360714634278466
0.04575560551552425	0.0262439131907167	0.007562218776402783	0.013976568665521761	0.05439001994866713	0.08519141056662763	0.043594348638682855
0.03719537792102261	0.013899234464984606	0.004472883428686857	0.017429203160733087	0.04615177053040489	0.05782760213596531	0.049392876813717804
0.030482826051203078	0.019865799335946833	0.010815896741614891	0.013535021120234001	0.040427262301869826	0.09757939371172422	0.04848104240616209
0.04361727120994707	0.022269845896757415	0.007004666185927206	0.02258757450245718	0.03998872852805526	0.06382316911623068	0.024272844729416897
0.03978764165737973	0.013634714610107434	0.00954662797014805	0.01843602358463426	0.040122196420969036	0.09228693116768062	0.03044123397492272
