name,mean_squared_error
SVM,0.014993313936740926
SVM,0.031175536072232807
SVM,0.018583807746328142
SVM,0.01730988485032898
SVM,0.045251572725382314
SVM,0.09827154687562949
SVM,0.016864205918492484
SVM,0.08998599503937028
SVM,0.01825322644854406
SVM,0.021202673478325385
kNN,0.023916794332564828
kNN,0.01650657366157775
kNN,0.015080425062010083
kNN,0.02200664261894602
kNN,0.02111483748487593
kNN,0.070492916334876
kNN,0.008024250089751857
kNN,0.06291003546810102
kNN,0.009236474552782111
kNN,0.01763179646347977
RF,0.0019254017914945288
RF,0.06406009868806269
RF,0.01490997609993503
RF,0.008614420024759071
RF,0.0016834505179828558
RF,0.01889343685413625
RF,0.005730778444608887
RF,0.012272650295291345
RF,0.0011658072205866963
RF,0.0022667210589912604
DT,0.006860900415878435
DT,0.06845233473227305
DT,0.03275500501597568
DT,0.026617078943992116
DT,0.0008835559965142802
DT,0.02172837389033661
DT,0.008499053158462942
DT,0.0022882235997870666
DT,0.0027017901613007236
DT,0.01711385164561216
Random,0.07936769741435379
Random,0.03669107471523554
Random,0.03669114517695936
Random,0.01611627865201121
Random,0.09508433930857274
Random,0.13817251422363652
Random,0.020063771092878466
Random,0.08345599861192399
Random,0.011235345986558563
Random,0.006091698339351274
Default,0.014468438759057095
Default,0.02856657050264569
Default,0.02225882957575976
Default,0.01678287488259461
Default,0.04078344220237807
Default,0.10167267622807746
Default,0.014150241626475954
Default,0.09095978044984915
Default,0.014699439726037527
Default,0.0218423067764768
SVM,0.01583507148301128
SVM,0.0338067138876179
SVM,0.026279361338842365
SVM,0.021431450236133895
SVM,0.03752375661007151
SVM,0.09171155900182569
SVM,0.019378391231934147
SVM,0.09062675188555268
SVM,0.02728526532327482
SVM,0.030181425964973835
kNN,0.01916313952473259
kNN,0.02501498385261579
kNN,0.018031321089015933
kNN,0.018587160174450883
kNN,0.014935278769577969
kNN,0.07668872392667168
kNN,0.011301574445037913
kNN,0.06681726781188796
kNN,0.016319797167823766
kNN,0.04174267571037363
RF,0.0017450646149335335
RF,0.04597664073682067
RF,0.00961836053811461
RF,0.04105203134388928
RF,0.0024888980997555222
RF,0.021146674684549244
RF,0.002641496085972989
RF,0.01444731390999166
RF,0.0015185833611161231
RF,0.014983516144569886
DT,0.02494691809786042
DT,0.061797191211073285
DT,0.043950327178819235
DT,0.04965191611005891
DT,0.0018888135216463691
DT,0.04997611729230759
DT,0.007910580895474528
DT,0.025900379798906706
DT,0.006967083978707799
DT,0.008383294452521292
Random,0.10809928163155838
Random,0.11712213992805558
Random,0.09888169997879415
Random,0.04332851501040556
Random,0.13565797489864095
Random,0.05035458896701708
Random,0.058567385021012164
Random,0.04497538467559421
Random,0.06116952309084639
Random,0.10960036374406627
Default,0.014501572440657372
Default,0.02999732811580173
Default,0.03264899294009116
Default,0.01882026280416842
Default,0.03328814047509495
Default,0.09910665533380832
Default,0.017962182495015834
Default,0.09121546871352379
Default,0.022155686120909384
Default,0.029576261806913542
SVM,0.01412716858837424
SVM,0.03440050057411884
SVM,0.02199745695133324
SVM,0.08995528964963607
SVM,0.024516090024235757
SVM,0.024999214994827927
SVM,0.03741427001323216
SVM,0.11226422646062097
SVM,0.0097601376534392
SVM,0.04123137938736121
kNN,0.04086947746333622
kNN,0.008710395420930953
kNN,0.02957759765216599
kNN,0.09214250347608616
kNN,0.015654362933353566
kNN,0.01274466274145538
kNN,0.012226790547375882
kNN,0.10253371561992453
kNN,0.036751969204555125
kNN,0.0106773265203129
RF,0.010585259757824083
RF,0.0028010581564269182
RF,0.013526146496886167
RF,0.021777148570815835
RF,0.0009655839729063836
RF,0.012040516313245021
RF,0.0014447036985231487
RF,0.019876083903830034
RF,0.0008832531778534968
RF,0.0014109112513350554
DT,0.016839536559237603
DT,0.010947488953388398
DT,0.007103496374666634
DT,0.02450169580473831
DT,0.0032370163897555344
DT,0.04794036255879761
DT,0.0015134063595262659
DT,0.05157758167856224
DT,0.0001760382833851685
DT,0.0037003258480609487
Random,0.006818965970599474
Random,0.12475419895718684
