ANN	CART	RF	DWNN	SVM	Random	Default
0.04529446487300238	0.010390782337244563	0.013194945957338984	0.021511849025213706	0.04093881342766197	0.11314026386897122	0.041311040569786954
0.06732812009041206	0.013899234464984606	0.006738566454698793	0.018159733447755788	0.04615177053040489	0.12118970639647522	0.02865596957849479
0.05394309566852055	0.0262439131907167	0.01294094405001255	0.014492496025379126	0.05439001994866713	0.07807078405345061	0.045516699770988836
0.03235428157499195	0.015285422881379815	0.007894802963896753	0.039125149597870126	0.040427262301869826	0.058393785023653264	0.03814930524078029
0.0542749896359872	0.03245105542621535	0.007626526843879605	0.016318617515105528	0.02849065370952516	0.10453884432184107	0.0597669922356288
0.0499798858937047	0.023789288804348604	0.011346255724812312	0.024781522518471554	0.05831140981067935	0.10140371430491127	0.03602935777356435
0.03324053613338477	0.017451135377672837	0.010662909780893392	0.028787483948779967	0.05453736250435233	0.12241878354863775	0.037515972868180425
0.0508565158169351	0.021769487390956545	0.007354455201297993	0.04383670978182345	0.03759151962828483	0.07186042421076339	0.04490269931313956
0.044405553918301095	0.02334164580849455	0.008210347481592772	0.02199130856387089	0.04801021364590443	0.07493214104673934	0.052248692651884254
0.03842101436463523	0.014733026390833603	0.010972045668149	0.03333058692607473	0.04538837948705517	0.10096719282406166	0.04469502631433468
0.0473169603882511	0.020868234646811517	0.009314676034966034	0.021569335280570177	0.051691441888316134	0.10617551258105067	0.04370499439482021
0.02708649139569827	0.02402123717746706	0.013418736205403662	0.014922970336725794	0.04727295448739634	0.07891213079996565	0.05618198031947228
0.030756168676245782	0.015573190362237328	0.007044090878025834	0.025508180381709128	0.051827316263210174	0.06661702031816372	0.0468799748271962
0.0529562418232173	0.015785828772356465	0.004343670668388864	0.018696291341321374	0.04734849159050488	0.09307960653930697	0.03587516017709414
0.03451208259492844	0.016674666260351197	0.011746220310817531	0.01580327897860762	0.032686571437985444	0.07413301557657033	0.05612324909846098
0.04540865191825457	0.01409569546761188	0.010942691854504746	0.03598771611477013	0.04607415426779475	0.058491177578884765	0.039191777983059575
0.03356921081995956	0.016786608589745115	0.006157587850146658	0.017105793873861113	0.04109888877734331	0.060247545728945306	0.042495716618021685
0.06226003028669643	0.022477824847144827	0.017321764568053406	0.02456943578533032	0.028714221746421187	0.08327413399709761	0.02917201931037373
0.03568511162329868	0.016742822007923038	0.02066789368684474	0.016824497406793516	0.04378609480861208	0.11746492180239516	0.03820649725499218
0.02305196661110026	0.021163314378290048	0.009206863484122585	0.04344578940830797	0.034977295185986995	0.06448467391410778	0.06092424438551284
0.043935138128088816	0.02557900349249725	0.01215270836375241	0.05737306778820461	0.04452704511280282	0.09462596570053669	0.050162372029978884
0.0414540686900012	0.013729403952935742	0.005435200828052575	0.024546424646319332	0.03579209882342175	0.08972116434675707	0.04407818303112053
0.034392977197397104	0.016111950545677833	0.010234165075723774	0.019037535738680625	0.056377878448852656	0.09291216132437712	0.0378163359587183
0.0431048846151306	0.015912561808856245	0.010670221729797166	0.04390977297163108	0.049618903051560706	0.08617678356468568	0.061949000082608285
0.026847672426026294	0.029863145807395297	0.011812756783094255	0.01627997337280148	0.04215730815505271	0.09287293924609115	0.03738547544806897
0.05571947332652105	0.013634714610107434	0.008224061419987189	0.02416227772947927	0.02892188342283821	0.10589417478841016	0.048046513065712546
0.05687955446105569	0.022918762656990718	0.007703580884800214	0.020129834244397505	0.038189975490771855	0.08208750422754012	0.05660817278759408
0.04888115021340162	0.01800491773079176	0.009263794862179164	0.02036305071211919	0.045851522325682466	0.07374439632931715	0.0510363136048206
0.050299924871836516	0.01494729237954547	0.011131247489910318	0.01993025078301138	0.046826384663707254	0.07589939562044092	0.035913396108338214
0.06362861570062776	0.02327530854945846	0.015564210553148156	0.024187152817019577	0.03801155862027964	0.10121564190555979	0.04600544441067912
0.030825742263037408	0.014100515208155136	0.00577579117535179	0.026356912203883538	0.043768903039634925	0.09512767472750627	0.05050352718103286
0.0455597088449276	0.03198734517567604	0.017969229640606647	0.026200621858633706	0.06069249846068141	0.10739449610585372	0.047345214408390526
0.052183675192627677	0.01117124770940838	0.008104180328918771	0.016457615276915465	0.04179046896146051	0.09156596885173256	0.03287313266060856
0.0426395291281539	0.026306184176379126	0.01732733065498133	0.03417152653745747	0.02911153002190437	0.07513760259778339	0.0441542266391602
0.04346532071991218	0.012957373957392911	0.008714684391253577	0.03209072315547129	0.044196273439117806	0.10204577630006303	0.04126808442996155
0.04594463894579966	0.021852192648375606	0.012854281803455124	0.017453067630005308	0.03869576308370559	0.09386226976864336	0.042448377990620435
0.04018258646431501	0.02023633987398249	0.008727662468070826	0.023710925397418037	0.05970431268357353	0.07234131250905203	0.029643638416884256
0.047425938765874864	0.01541211988406144	0.015096816286098122	0.02762511961648256	0.04192171703022442	0.07818527995998599	0.042983218167874926
0.037386282835432626	0.010384585175900976	0.01334998864883267	0.032631500904220026	0.05639609166271302	0.0752705794486265	0.04839596484500499
0.044075023502099284	0.018747044723340687	0.014998918963776272	0.022090569321514618	0.03919626389494813	0.12868161147573368	0.04450142339674965
0.045610545184829335	0.01573756179996289	0.011480771618861716	0.037795120560657924	0.04168970348585418	0.10476598421197761	0.049787872025382186
0.04218327444357365	0.011401333336735386	0.012159530735488241	0.025158849670570697	0.03574530813445158	0.10201839860209964	0.04231370400550426
0.04862194103268469	0.0207667365226891	0.008156836531485512	0.03130027849778337	0.04991834907692191	0.10550052230896556	0.0401058998752783
0.03645940205628357	0.013099521479529013	0.00813272735963728	0.028208653962263915	0.04467614863454056	0.09203271621165163	0.04593951173917674
0.057085782400179995	0.014844141904904495	0.00864949699505263	0.028713483380473366	0.06210726698325024	0.0720363262283491	0.05479924866185815
0.0430607274639567	0.02074094898055216	0.011105957286742733	0.015880313107773634	0.03726503205410368	0.08932775519549185	0.02912577654041728
0.03450667892876029	0.012468666535833556	0.009687284693292237	0.018083814622841844	0.047990733895579764	0.06249375597801774	0.05806848861823462
0.03880998840368734	0.018049921150851904	0.016475784558207557	0.014117012688913763	0.05666455671909606	0.12654047110470812	0.053212148722694676
0.035241221603464136	0.012686786470166767	0.014695573711584078	0.017399789444531997	0.05134487108185844	0.08451931506833094	0.03994689769281662
0.04610765662761308	0.02705585677758774	0.008231887086528087	0.030569196472410666	0.044022007621277594	0.10445191690768496	0.04587212768168221
