ANN	CART	RF	DWNN	SVM	Random	Default
0.03275339442061039	0.014058927980848904	0.008494063375252917	0.009209816392783825	0.03131551723491684	0.09672698599433212	0.0335510280570736
0.04323488469494754	0.012090679198637887	0.010328623518476977	0.012061442914531722	0.03245019106778824	0.07324362347059513	0.030573717313850484
0.04071628119560646	0.019792386311427535	0.00537853846019735	0.014985843319645892	0.04472001939958237	0.09027066584971495	0.029315805104077348
0.039528522274317544	0.015089663826319096	0.005960851658003058	0.01881325153557254	0.04378558535404068	0.10407499124950056	0.04541841007754026
0.043802649294769694	0.021992112122083657	0.0064937773377617	0.007147718179933553	0.03294138024341533	0.05386091569908767	0.05345333095836987
0.03805159452790041	0.011216102099433297	0.003142883868882393	0.012081582072262235	0.04964471727510347	0.06729783535063098	0.03622505207047587
0.037001314472809584	0.011400785242557526	0.008177172186613907	0.009919211432717064	0.04730194367672853	0.09505600362081566	0.043594348638682855
0.04207506260214692	0.016276053995030234	0.0072194667946011174	0.005683202628596373	0.045755848254374794	0.06941936641294315	0.04360714634278466
0.04477482920326756	0.007153186130984528	0.005731917834337056	0.012504209522038012	0.04515009567998362	0.08564464209655046	0.042894484711206236
0.038484113799350454	0.013197027723866583	0.007254279502995203	0.008498354774226941	0.04272140354820947	0.07875907965148954	0.026742306097313463
0.03724037591817301	0.008112153499461183	0.004555378386607625	0.011706555995838235	0.042864176305528204	0.07759830493746775	0.042450146255944586
0.036600725815273794	0.011947553143030757	0.009126318853110668	0.01076704649695238	0.04127538190146453	0.04832130328654194	0.06325175121751755
0.04312501765014877	0.007800919998521278	0.005705700169759251	0.006981821650741513	0.062107263783493086	0.07478139273684806	0.039120351241754815
0.0359437438747384	0.013286933021474542	0.006862740184188325	0.015590563649535405	0.04229642387813118	0.061415705364645204	0.030324974870632605
0.03422409692301172	0.010610439599969585	0.004705615295653565	0.0071261703803296595	0.03415953479986518	0.10931604838169391	0.04382900056356897
0.039592330045745194	0.006288530302381812	0.004951570422246883	0.015626231627086422	0.04121851676669952	0.05673338575964726	0.025580381950483642
0.030034380429886643	0.016737264644702658	0.007498774355749388	0.018797651669051958	0.03476227866787278	0.08377393637424473	0.02996415505853759
0.041374872313690005	0.014971204738182382	0.008064569009482617	0.012767092618727353	0.026741611137783606	0.10283842962070891	0.021951872734113923
0.036872186456422526	0.008101149442729473	0.006958852248932959	0.014897478752312138	0.03665927302177724	0.07714465450621716	0.03539716447658906
0.03052790979413789	0.017393956524430293	0.004396162413499197	0.005832739825345572	0.038420380029735295	0.041610713691546286	0.05217021174172396
0.048409265815359474	0.010673167207992594	0.007834986787861998	0.004173293180966577	0.0345623324352903	0.11563233383487834	0.031917879297582843
0.036580736991869464	0.005193680164012962	0.004880271685834556	0.01005246114515991	0.032775115917213035	0.06155476477444841	0.02780798609320608
0.03609566904174451	0.006489208670488503	0.005931965237787905	0.013639721444855174	0.04354378938116969	0.059687079507784034	0.03516333828397671
0.046909757284962016	0.007917692053344546	0.00534144868671076	0.015008342645035927	0.03861254248574004	0.07864166250808806	0.0380925906358948
0.034205895760841334	0.013927667821325429	0.004530458890479562	0.008567253767885297	0.03272020815799076	0.034330196105491075	0.028278010180035746
0.03514056239634201	0.010558629362747249	0.008134644454146899	0.012592256882894453	0.0253755083361465	0.06810390857730801	0.03454546937656526
0.032375184917299224	0.011947412087886035	0.004590246851748608	0.008817476300377854	0.03564916811839554	0.07257378566747145	0.057807737262876434
